"WS_ID","WS_DATE","WS_TIME","PLATFORM_CD","LATITUDE","LONGITUDE","TRIPTYPE_CD","DATASOURCE_CD","WINDDIR_CD","BEAUFORT_CD","VESSSPEED","VESSHEAD_CD","ALTITUDE","GLAREL_CD","GLARER_CD","VISIBILITY_CD","CLOUD_CD","SIGHTOBS_CD","BATCH_ID","DATE_ENTERED","DATA_TYPE","REGION_CD","DATACENTER_CD","RESTRICTION_CD","WS_TIME_UTC","DATE_UPDATED","PLATFORM_TYPE_CD","TRIP_FLIGHT_NUMBER","MMSI","LCQECODE_CD","LOC_UNCERTAINTY_QUANTITATIVE","MAINTAINER_CD","DATA_TYPE_CD","WS_DATETIME","WS_DATETIME_UTC","SUSPECTED_DATA_ISSUE","TRIPTYPE_LEGACY_CD","DATASOURCE_LEGACY_CD","WS_EVENT_ID","WS_ID_1","EVENT_CD","GEAR_CD","SPECIES_CD","IDREL_CD","BEST_COUNT","CL_CD","ANBEARING","ANHEAD_CD","NOGRPS","DISTANCE","GEARIMPACT_CD","COMMENTS","DATE_UPDATED_1","MIN_COUNT","MAX_COUNT","COUNT_UNCERTAINTY_CD","WS_DETAIL_ID","WS_EVENT_ID_1","WHALENO","WHALEID","MATURITY_CD","SWIMDIR_CD","FEATURE_TYPE_CD","FEATURE_DESC","MARKS","PHOTO_CD","COMMENTS_1","FRAME_REF","BEHAVIOUR_CD1","BEHAVIOUR_CD2","BEHAVIOUR_CD3","BEHAVIOUR_CD4","BEHAVIOUR_CD5","ANIMAL_CONDITION","LENGTH_RANGE","DATE_UPDATED_2","SPECIES_CD_1","COMMONNAME","URI","SCIENTIF"
14513,1970-08-05,,64,45,-60.32,2,2,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,,"","",,,,,1970-08-05 00:00:00,,"",2,2,13875,14513,1,0,7021,1,1,,,,,,,"killed by whalers",,,,,57126,13875,,"",,,,"","",,"","",3,,,,,"DEAD","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
14537,1970-08-20,,64,45,-60.29,2,2,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,,"","",,,,,1970-08-20 00:00:00,,"",2,2,13899,14537,1,0,7021,1,1,,,,,,,"killed by whalers",,,,,56077,13899,,"",,,,"","",,"","",3,,,,,"DEAD","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
15383,1991-07-06,,65,46.883333,-60.45,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1991-07-06 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,14744,15383,1,0,7029,1,1,,,,,,,"DFO DATA",2022-03-10,,,,18754,14744,,"",,,,"","",,"null","",38,,,,,"","",2022-03-11,7029,"WHALE-BELUGA","BELU","Delphinapterus leucas"
15654,1992-04-08,,65,45.633333,-57.983333,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,1992-04-08 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15011,15654,1,0,7031,1,6,,,,,,,"",2022-03-10,,,,19437,15011,,"",,,,"","",,"","",38,54,99,,,"","",2022-03-11,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
15473,1992-10-18,,65,46.483333,-59.366666,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1992-10-18 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,14832,15473,1,0,7022,1,1,,,,,,,"",2022-03-10,,,,18804,14832,,"",,,,"","",,"","",38,30,99,,,"","",2022-03-11,7022,"WHALE-MINKE","MIWH","Balaenoptera acutorostrata"
15809,1993-04-27,,65,46.416666,-59.233333,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1993-04-27 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15163,15809,1,0,920,1,1,,,,,,,"",2022-03-10,,,,19551,15163,,"",,,,"","",,"","",38,54,99,,,"","",2022-03-11,920,"WHALES (NS)","UNLW",""
15810,1993-04-27,,65,46.516666,-59.366666,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1993-04-27 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15164,15810,1,0,920,1,1,,,,,,,"",2022-03-10,,,,19552,15164,,"",,,,"","",,"","",38,54,99,,,"","",2022-03-11,920,"WHALES (NS)","UNLW",""
15822,1993-04-28,,65,46.916666,-59.916666,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1993-04-28 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15176,15822,1,0,7021,1,1,,,,,,,"",2022-03-10,,,,19561,15176,,"",,,,"","",,"","",38,99,99,,,"","",2022-03-11,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
15836,1993-04-29,,65,46.616666,-59.516666,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1993-04-29 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15189,15836,1,0,7021,1,1,,,,,,,"",2022-03-10,,,,19571,15189,,"",,,,"","",,"","",38,54,99,,,"","",2022-03-11,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
15835,1993-04-29,,65,46.733333,-59.683333,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1993-04-29 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15188,15835,1,0,920,1,1,,,,,,,"",2022-03-10,,,,19570,15188,,"",,,,"","",,"","",38,54,99,,,"","",2022-03-11,920,"WHALES (NS)","UNLW",""
15688,1993-06-10,,65,46.833333,-59.95,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1993-06-10 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15045,15688,1,0,933,1,2,,,,,,,"",2022-03-10,,,,19463,15045,,"",,,,"","",,"","",38,99,99,,,"","",2022-03-11,933,"DOLPHIN-ATLANTIC WHITE-SIDED","WSDO","Lagenorhynchus acutus"
15725,1993-06-14,,65,45,-57.783333,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,1993-06-14 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15081,15725,1,0,7024,1,2,,,,,,,"",2022-03-10,,,,19490,15081,,"",,,,"","",,"","",38,99,99,,,"","",2022-03-11,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
15766,1993-06-21,,65,45,-57.833333,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,1993-06-21 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15122,15766,1,0,7021,1,1,,,,,,,"",2022-03-10,,,,18908,15122,,"",,,,"","",,"","",38,99,99,,,"","",2022-03-11,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
15767,1993-06-21,,65,45.916666,-58.233333,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,1993-06-21 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15123,15767,1,0,920,1,1,,,,,,,"",2022-03-10,,,,19521,15123,,"",,,,"","",,"","",38,99,99,,,"","",2022-03-11,920,"WHALES (NS)","UNLW",""
15768,1993-06-21,,65,45.95,-58.25,2,1,99,13,99,99,99,9,9,9,0,7,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,1993-06-21 00:00:00,,"Records marked as DFO Incident Reports are confirmed to be from At-Sea Fisheries Observers, but their exact source is not known. These could contain incidents or sightings of live, free-swimming animals. Records marked as DEAD are known to be dead, but blank records indicate that the condition of the animal is not known.",2,1,15124,15768,1,0,930,1,6,,,,,,,"",2022-03-10,,,,19522,15124,,"",,,,"","",,"","",38,99,99,,,"","",2022-03-11,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
420330,1995-08-24,702,80,44.955,-59.175,25,46,99,4,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1002,2022-08-22,1,"","",1,,2,8,1995-08-24 07:02:00,,"",,,221890,420330,1,0,934,9,,10,,99,,,9,"",,,,,117593,221890,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,934,"DOLPHIN-COMMON","SADO","Delphinus delphis"
420331,1995-08-24,857,80,45.1236,-59.3616,25,46,99,4,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1157,2022-08-22,1,"","",1,,2,8,1995-08-24 08:57:00,,"",,,221891,420331,1,0,7040,9,,10,,99,,,9,"",,,,,117594,221891,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,7040,"WHALE-FIN/SEI","","Balaenoptera physalus/borealis"
419780,1995-08-24,900,80,45.1236,-59.3616,25,46,99,4,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1200,2022-08-22,1,"","",1,,2,8,1995-08-24 09:00:00,,"",,,221892,419780,1,0,934,9,,10,,99,,,9,"",,,,,117595,221892,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,934,"DOLPHIN-COMMON","SADO","Delphinus delphis"
419780,1995-08-24,900,80,45.1236,-59.3616,25,46,99,4,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1200,2022-08-22,1,"","",1,,2,8,1995-08-24 09:00:00,,"",,,221893,419780,1,0,933,9,,10,,99,,,9,"",,,,,117596,221893,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,933,"DOLPHIN-ATLANTIC WHITE-SIDED","WSDO","Lagenorhynchus acutus"
416453,1995-08-24,930,80,45.1783,-59.42,25,46,99,,,99,,9,9,,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1230,2022-08-22,1,"","",1,,2,8,1995-08-24 09:30:00,,"",,,221894,416453,1,0,7022,9,,10,,99,,,9,"",,,,,117597,221894,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,7022,"WHALE-MINKE","MIWH","Balaenoptera acutorostrata"
418169,1995-08-24,1300,80,45.56,-59.7216,25,46,99,,,99,,9,9,,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1600,2022-08-22,1,"","",1,,2,8,1995-08-24 13:00:00,,"",,,221895,418169,1,0,933,9,,10,,99,,,9,"",,,,,117598,221895,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,933,"DOLPHIN-ATLANTIC WHITE-SIDED","WSDO","Lagenorhynchus acutus"
417690,1997-08-21,1706,80,45.0433,-60.3983,25,46,99,2,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",2006,2022-08-22,1,"","",1,,2,8,1997-08-21 17:06:00,,"",,,222659,417690,1,0,7021,9,,10,,99,,,9,"",,,,,118358,222659,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
418257,1997-08-21,1340,80,44.985,-60.3116,25,46,99,1,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1640,2022-08-22,1,"","",1,,2,8,1997-08-21 13:40:00,,"",,,222658,418257,1,0,933,9,,10,,99,,,9,"",,,,,118357,222658,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,933,"DOLPHIN-ATLANTIC WHITE-SIDED","WSDO","Lagenorhynchus acutus"
418257,1997-08-21,1340,80,44.985,-60.3116,25,46,99,1,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1640,2022-08-22,1,"","",1,,2,8,1997-08-21 13:40:00,,"",,,222657,418257,1,0,934,9,,10,,99,,,9,"",,,,,118356,222657,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,934,"DOLPHIN-COMMON","SADO","Delphinus delphis"
418257,1997-08-21,1340,80,44.985,-60.3116,25,46,99,1,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1640,2022-08-22,1,"","",1,,2,8,1997-08-21 13:40:00,,"",,,222656,418257,1,0,7021,9,,10,,99,,,9,"",,,,,118355,222656,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
6255,1997-11-07,1945,12,45.55,-59.5,2,1,99,,99,99,99,,,1,1,59,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1997-11-07 19:45:00,,"",2,1,6203,6255,1,0,7031,,15,3,,2,,,,"all appeared to be small                                                                                                                                                                                                                                  ",2022-05-04,,,2,,,,"",,,,"","",,"","",,,,,,"","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
6246,1998-11-19,1732,12,45.333333,-60.816666,2,1,99,,99,99,99,,,1,1,166,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1998-11-19 17:32:00,,"",2,1,6194,6246,1,0,7024,,1,10,,99,,,,"feeding on herring                                                                                                                                                                                                                                        ",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
417734,1999-07-11,1735,42,44.9578,-60.2578,25,46,99,5,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",2035,2022-08-22,1,"","",1,,2,8,1999-07-11 17:35:00,,"",,,222991,417734,1,0,933,9,,10,,99,,,9,"",,,,,118689,222991,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,933,"DOLPHIN-ATLANTIC WHITE-SIDED","WSDO","Lagenorhynchus acutus"
6548,1999-07-18,,35,44.966666,-60.416666,28,,99,,99,99,99,,,2,9,80,"",2016-12-07,"","MAR","SABS","P",,2022-07-29,1,"","",,,,1,1999-07-18 00:00:00,,"",28,3,6489,6548,1,0,931,,7,10,,99,,,,"vessel steaming                                                                                                                                                                                                                                           ",,,,,,,,"",,,,"","",,"","",,,,,,"","",,931,"DOLPHIN-ATLANTIC BOTTLENOSE","BNDO","Tursiops truncatus"
6550,1999-07-20,705,35,45.088,-59.878666,28,,99,,99,99,99,,,,0,80,"",2016-12-07,"","MAR","SABS","P",,2022-07-29,1,"","",,,,1,1999-07-20 07:05:00,,"",28,3,6491,6550,1,5,7021,,1,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
5974,1999-07-26,1800,12,45.05,-57.883333,2,1,99,,99,99,99,,,,0,5,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,1999-07-26 18:00:00,,"",2,1,5922,5974,1,0,930,,20,10,,99,,,,"porpoise ?                                                                                                                                                                                                                                                ",,,,,,,,"",,,,"","",,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
5992,1999-07-29,942,12,46.483333,-60.133333,2,1,99,4,99,99,99,,,1,0,,"",2016-12-07,"","MAR","SABS","P",1242,2023-09-27,1,"","",,,,1,1999-07-29 09:42:00,1999-07-29 12:42:00,"",2,1,5940,5992,1,0,7021,,1,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
5994,1999-07-30,1040,12,46.55,-60.066666,2,1,99,4,99,99,99,,,1,4,,"",2016-12-07,"","MAR","SABS","P",1340,2023-09-27,1,"","",,,,1,1999-07-30 10:40:00,1999-07-30 13:40:00,"",2,1,5942,5994,1,0,930,,12,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
5995,1999-07-30,1141,12,46.466666,-60.2,2,1,99,4,99,99,99,,,1,4,,"",2016-12-07,"","MAR","SABS","P",1441,2023-09-27,1,"","",,,,1,1999-07-30 11:41:00,1999-07-30 14:41:00,"",2,1,5943,5995,1,0,7021,,1,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
5999,1999-07-31,1150,12,46.483333,-59.466666,2,1,99,4,99,99,99,,,1,0,,"",2016-12-07,"","MAR","SABS","P",1450,2023-09-27,1,"","",,,,1,1999-07-31 11:50:00,1999-07-31 14:50:00,"",2,1,5947,5999,1,0,920,,1,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
5996,1999-07-31,1107,12,46.483333,-59.45,2,1,99,4,99,99,99,,,1,0,,"",2016-12-07,"","MAR","SABS","P",1407,2023-09-27,1,"","",,,,1,1999-07-31 11:07:00,1999-07-31 14:07:00,"",2,1,5944,5996,1,0,7021,,3,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
5997,1999-07-31,1022,12,46.466666,-59.483333,2,1,99,4,99,99,99,,,1,0,,"",2016-12-07,"","MAR","SABS","P",1322,2023-09-27,1,"","",,,,1,1999-07-31 10:22:00,1999-07-31 13:22:00,"",2,1,5945,5997,1,0,930,,2,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
5998,1999-07-31,1140,12,46.483333,-59.45,2,1,99,4,99,99,99,,,1,0,,"",2016-12-07,"","MAR","SABS","P",1440,2023-09-27,1,"","",,,,1,1999-07-31 11:40:00,1999-07-31 14:40:00,"",2,1,5946,5998,1,0,930,,6,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
5225,1999-08-06,1500,17,46.983333,-60.133333,26,39,99,,99,99,99,,,1,0,125,"",2016-12-07,"","MAR","SABS","P",,2022-07-29,1,"","",,,,1,1999-08-06 15:00:00,,"",26,39,5180,5225,1,0,920,,1,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
5226,1999-08-07,2000,17,46.983333,-60.316666,26,39,99,,99,99,99,,,1,0,125,"",2016-12-07,"","MAR","SABS","P",,2022-07-29,1,"","",,,,1,1999-08-07 20:00:00,,"",26,39,5181,5226,1,0,920,,1,10,,99,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
417766,1999-09-02,905,42,45.84,-59.6833,25,46,99,3,,99,,9,9,1,0,7,"BATCH_WH_ALL",2022-01-06,"EFFORT","MAR","BIO","P",1205,2022-08-22,1,"","",1,,2,8,1999-09-02 09:05:00,,"",,,223267,417766,1,0,934,9,,10,,99,,,9,"",,,,,118962,223267,,"",9,99,0,"","",1,"","",99,99,99,99,99,"ALIVE","",,934,"DOLPHIN-COMMON","SADO","Delphinus delphis"
6034,1999-11-13,,653,47.25,-60.5,2,1,99,,99,99,99,,,1,0,152,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,1999-11-13 00:00:00,,"",2,1,5982,6034,1,0,7021,,3,10,,99,,,,"fishing [GEAR TYPE] with visible mortality of small fish the three whales were with the vessel for the entire time we were fishing . Alongside and under during haulbacks.",,,,,132158,5982,,"",,,,"","",,"[GEAR TYPE]=145mm gear","",,,,,,"","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
6873,2000-06-05,900,630,45.3,-60.266666,2,1,99,,99,99,99,,,1,2,179,"",2016-12-07,"","MAR","SABS","P",1200,2023-09-27,1,"","",,,,1,2000-06-05 09:00:00,2000-06-05 12:00:00,"",2,1,6812,6873,1,0,920,,,10,,99,,,,"too far to id.                                                                                                                                                                                                                                            ",2022-10-05,,,,18304,6812,,"",9,99,0,"","",1,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
6926,2000-06-21,,12,45.266666,-60.05,2,1,99,,99,99,99,,,1,0,196,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,2000-06-21 00:00:00,,"",2,1,6865,6926,1,0,930,,6,10,,99,,,,"",,,,,20793,6865,,"",9,99,0,"","",1,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
6930,2000-06-23,,12,45.45,-58.266666,2,1,99,,99,99,99,,,1,0,196,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,2000-06-23 00:00:00,,"",2,1,6869,6930,1,0,930,,5,10,,99,,,,"",,,,,20796,6869,,"",9,99,0,"","",1,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
6929,2000-06-23,,12,45.45,-58.266666,2,1,99,,99,99,99,,,1,0,196,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,2000-06-23 00:00:00,,"",2,1,6868,6929,1,0,7021,,1,10,,99,,,,"",,,,,20795,6868,,"",9,99,0,"","",1,"","",,,,,,"","",,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
6928,2000-06-23,,12,45.5,-58.25,2,1,99,,99,99,99,,,1,0,196,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,2000-06-23 00:00:00,,"",2,1,6867,6928,1,0,930,,6,10,,99,,,,"",,,,,20794,6867,,"",9,99,0,"","",1,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
6932,2000-06-24,,12,45.45,-58.25,2,1,99,,99,99,99,,,1,0,196,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,2000-06-24 00:00:00,,"",2,1,6871,6932,1,0,7024,,1,10,,99,,,,"",,,,,20797,6871,,"",9,99,0,"","",1,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
6933,2000-06-24,,12,45.45,-58.266666,2,1,99,,99,99,99,,,1,0,196,"",2016-12-07,"","MAR","SABS","P",,2023-09-27,1,"","",,,,1,2000-06-24 00:00:00,,"",2,1,6872,6933,1,0,930,,3,10,,99,,,,"",2022-03-23,,,,18671,6872,,"",9,99,0,"","",1,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
6931,2000-06-24,,12,45.466666,-58.25,2,1,99,,99,99,99,,,1,0,196,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,2000-06-24 00:00:00,,"",2,1,6870,6931,1,0,930,,25,10,,99,,,,"",,,,,18499,6870,,"",9,99,0,"","",1,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
16572,2000-06-25,1211,16,45.316666,-58.05,27,23,,,,,,,,,,,"",2016-12-07,"","NL","SABS","P",,2022-07-29,2,"","",,,,1,2000-06-25 12:11:00,,"",27,23,16106,16572,1,0,920,9,,,,,,,,"lots of whales in the area",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
16569,2000-06-25,1145,16,45.400833,-58.777333,27,23,,,,,,,,,,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2000-06-25 11:45:00,,"",27,23,16100,16569,1,0,920,9,,,,,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
16570,2000-06-25,1155,16,45.4,-58.283333,27,23,,,,,,,,,,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2000-06-25 11:55:00,,"",27,23,16102,16570,1,0,920,9,,,,,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
16571,2000-06-25,1208,16,45.357166,-57.935166,27,23,,,,,,,,,,,"",2016-12-07,"","NL","SABS","P",,2022-07-29,2,"","",,,,1,2000-06-25 12:08:00,,"",27,23,16104,16571,1,0,920,9,2,10,,,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
16568,2000-06-25,1116,16,45.818666,-59.442666,27,23,,,,,,,,,,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2000-06-25 11:16:00,,"",27,23,16098,16568,1,0,920,9,,,,,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
6867,2000-07-24,840,635,46.4,-59.466666,2,1,99,,99,99,99,,,1,0,152,"",2016-12-07,"","MAR","SABS","P",1140,2023-09-27,1,"","",,,,1,2000-07-24 08:40:00,2000-07-24 11:40:00,"",2,1,6806,6867,1,0,920,,2,10,,99,,,,"unknown species                                                                                                                                                                                                                                           ",,,,,20760,6806,,"",9,99,0,"","",1,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
6862,2000-07-27,,633,45.333333,-58,2,1,99,,99,99,99,,,1,0,86,"",2016-12-07,"","NL","SABS","P",,2023-09-27,1,"","",,,,1,2000-07-27 00:00:00,,"",2,1,6801,6862,1,0,7031,,,10,,99,,,,"numerous pods                                                                                                                                                                                                                                             ",2022-10-05,,,,18303,6801,,"",9,99,0,"","",1,"","",,,,,,"","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
