"WS_ID","WS_DATE","WS_TIME","PLATFORM_CD","LATITUDE","LONGITUDE","TRIPTYPE_CD","DATASOURCE_CD","WINDDIR_CD","BEAUFORT_CD","VESSSPEED","VESSHEAD_CD","ALTITUDE","GLAREL_CD","GLARER_CD","VISIBILITY_CD","CLOUD_CD","SIGHTOBS_CD","BATCH_ID","DATE_ENTERED","DATA_TYPE","REGION_CD","DATACENTER_CD","RESTRICTION_CD","WS_TIME_UTC","DATE_UPDATED","PLATFORM_TYPE_CD","TRIP_FLIGHT_NUMBER","MMSI","LCQECODE_CD","LOC_UNCERTAINTY_QUANTITATIVE","MAINTAINER_CD","DATA_TYPE_CD","WS_DATETIME","WS_DATETIME_UTC","SUSPECTED_DATA_ISSUE","TRIPTYPE_LEGACY_CD","DATASOURCE_LEGACY_CD","WS_EVENT_ID","WS_ID_1","EVENT_CD","GEAR_CD","SPECIES_CD","IDREL_CD","BEST_COUNT","CL_CD","ANBEARING","ANHEAD_CD","NOGRPS","DISTANCE","GEARIMPACT_CD","COMMENTS","DATE_UPDATED_1","MIN_COUNT","MAX_COUNT","COUNT_UNCERTAINTY_CD","WS_DETAIL_ID","WS_EVENT_ID_1","WHALENO","WHALEID","MATURITY_CD","SWIMDIR_CD","FEATURE_TYPE_CD","FEATURE_DESC","MARKS","PHOTO_CD","COMMENTS_1","FRAME_REF","BEHAVIOUR_CD1","BEHAVIOUR_CD2","BEHAVIOUR_CD3","BEHAVIOUR_CD4","BEHAVIOUR_CD5","ANIMAL_CONDITION","LENGTH_RANGE","DATE_UPDATED_2","SPECIES_CD_1","COMMONNAME","URI","SCIENTIF"
426074,2013-08-04,1117,475,46.8841,-60.8367,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-04 11:17:00,2013-08-04 14:17:00,"",,,228885,426074,1,0,7031,1,2,0,,99,1,,9,"",,2,2,1,124546,228885,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424492,2013-08-04,1441,475,46.9205,-60.782,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-04 14:41:00,2013-08-04 17:41:00,"",,,228886,424492,1,0,7031,1,12,1,,99,1,,9,"",,11,12,2,124547,228886,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424187,2013-08-05,1838,475,46.8247,-60.8374,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-05 18:38:00,2013-08-05 21:38:00,"",,,228891,424187,1,0,7031,1,15,0,,99,1,,9,"",,15,15,1,124552,228891,,"",,,,"","",,"","",22,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
425096,2013-08-07,1618,475,46.929,-60.7658,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-07 16:18:00,2013-08-07 19:18:00,"",,,228771,425096,1,0,7031,1,8,0,,99,1,,9,"",,8,8,1,124432,228771,,"",,,,"","",,"","",54,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424481,2013-08-08,1630,475,46.887,-60.8091,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-08 16:30:00,2013-08-08 19:30:00,"",,,228776,424481,1,0,7031,1,15,4,,99,1,,9,"",,5,15,3,124437,228776,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424788,2013-08-09,1240,475,46.9005,-60.8072,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-09 12:40:00,2013-08-09 15:40:00,"",,,228778,424788,1,0,7031,1,6,0,,99,1,,9,"",,6,6,1,124439,228778,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424177,2013-08-09,1305,475,46.8801,-60.7842,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-09 13:05:00,2013-08-09 16:05:00,"",,,228779,424177,1,0,7031,1,4,0,,99,1,,9,"",,4,4,1,124440,228779,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
423870,2013-08-09,1628,475,46.8857,-60.8175,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-09 16:28:00,2013-08-09 19:28:00,"",,,228780,423870,1,0,7031,1,10,0,,99,1,,9,"",,10,10,1,124441,228780,,"",,,,"","",,"","",34,54,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
425097,2013-08-12,1115,475,46.9415,-60.6955,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-12 11:15:00,2013-08-12 14:15:00,"",,,228782,425097,1,0,7031,1,10,0,,99,1,,9,"",,10,10,1,124443,228782,,"",,,,"","",,"","",54,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
425980,2013-08-12,1050,475,46.8956,-60.7975,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-12 10:50:00,2013-08-12 13:50:00,"",,,230764,425980,1,0,7022,1,1,0,,99,1,,9,"",,1,1,1,126387,230764,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7022,"WHALE-MINKE","MIWH","Balaenoptera acutorostrata"
425434,2013-08-14,1753,475,46.8335,-60.7989,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-14 17:53:00,2013-08-14 20:53:00,"",,,229051,425434,1,0,7022,1,1,0,,99,1,,9,"",,1,1,1,124709,229051,,"",,,,"","",,"","",99,,,,,"ALIVE","",,7022,"WHALE-MINKE","MIWH","Balaenoptera acutorostrata"
425433,2013-08-14,1416,475,46.9216,-60.7521,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-14 14:16:00,2013-08-14 17:16:00,"",,,229050,425433,1,0,7031,1,15,3,,99,1,,9,"",,8,15,2,124708,229050,,"",,,,"","",,"","",22,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424410,2013-08-14,1347,475,46.8705,-60.7997,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-14 13:47:00,2013-08-14 16:47:00,"",,,230765,424410,1,0,7022,1,1,0,,99,1,,9,"",,1,1,1,126388,230765,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7022,"WHALE-MINKE","MIWH","Balaenoptera acutorostrata"
424203,2013-08-14,1843,475,46.9287,-60.818,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-14 18:43:00,2013-08-14 21:43:00,"",,,229052,424203,1,0,7031,1,35,4,,99,1,,9,"",,20,35,3,124710,229052,,"",,,,"","",,"","",113,22,54,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
426067,2013-08-14,1259,475,46.8736,-60.8129,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-14 12:59:00,2013-08-14 15:59:00,"",,,228798,426067,1,0,7022,1,1,0,,99,1,,9,"",,1,1,1,124459,228798,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7022,"WHALE-MINKE","MIWH","Balaenoptera acutorostrata"
424110,2013-08-14,1643,475,46.922,-60.7825,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-14 16:43:00,2013-08-14 19:43:00,"",,,230936,424110,1,0,7031,1,35,3,,99,1,,9,"",,30,35,2,126601,230936,,"",,,,"","",,"","",113,22,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
442094,2013-08-16,1027,7,46.5888,-59.4998,26,22,14,2,,99,,9,9,1,0,302,"BATCH_HUDSON_HARD_COPY",2022-10-26,"","MAR","BIO","P",1327,,1,"","316024000",,,99,1,2013-08-16 10:27:00,2013-08-16 13:27:00,"",,,240379,442094,1,0,7022,2,1,,,,1,,9,"",,,,,132237,240379,,"",,,6,"Hooked pointed dorsal","",,"","",,,,,,"","",,7022,"WHALE-MINKE","MIWH","Balaenoptera acutorostrata"
424512,2013-08-16,1117,475,46.9403,-60.7645,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-16 11:17:00,2013-08-16 14:17:00,"",,,229053,424512,1,0,7031,1,3,1,,99,1,,9,"",,2,3,2,124711,229053,,"",,,,"","",,"","",34,54,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424204,2013-08-16,1631,475,46.8509,-60.8219,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-16 16:31:00,2013-08-16 19:31:00,"",,,229055,424204,1,0,7031,1,11,1,,99,1,,9,"",,10,11,2,124713,229055,,"",,,,"","",,"","",22,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
425759,2013-08-16,1432,475,46.9099,-60.8169,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-16 14:32:00,2013-08-16 17:32:00,"",,,229054,425759,1,0,7031,1,3,0,,99,1,,9,"",,3,3,1,124712,229054,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424824,2013-08-17,1325,475,46.8277,-60.8281,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-17 13:25:00,2013-08-17 16:25:00,"",,,229057,424824,1,0,7031,1,12,3,,99,1,,9,"",,8,12,2,124715,229057,,"",,,,"","",,"","",34,113,54,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424826,2013-08-18,1422,475,46.9538,-60.742,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-18 14:22:00,2013-08-18 17:22:00,"",,,229063,424826,1,0,933,1,10,0,,99,1,,9,"",,10,10,1,124721,229063,,"",,,,"","",,"","",34,,,,,"ALIVE","",,933,"DOLPHIN-ATLANTIC WHITE-SIDED","WSDO","Lagenorhynchus acutus"
424100,2013-08-18,1645,475,46.8912,-60.7957,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-18 16:45:00,2013-08-18 19:45:00,"",,,230779,424100,1,0,7031,1,14,4,,99,1,,9,"",,5,14,3,126402,230779,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424826,2013-08-18,1422,475,46.9538,-60.742,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-18 14:22:00,2013-08-18 17:22:00,"",,,229062,424826,1,0,7031,1,6,0,,99,1,,9,"",,6,6,1,124720,229062,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
423910,2013-08-21,1318,475,46.8632,-60.7727,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-21 13:18:00,2013-08-21 16:18:00,"",,,229067,423910,1,0,7031,1,15,0,,99,1,,9,"",,15,15,1,124725,229067,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
425435,2013-08-21,1146,475,46.8423,-60.8276,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-21 11:46:00,2013-08-21 14:46:00,"",,,229066,425435,1,0,7031,1,15,2,,99,1,,9,"",,12,15,2,124724,229066,,"",,,,"","",,"","",54,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
423911,2013-08-25,1334,475,46.8545,-60.8408,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-25 13:34:00,2013-08-25 16:34:00,"",,,229072,423911,1,0,7022,1,1,0,,99,1,,9,"",,1,1,1,124730,229072,,"",,,,"","",,"","",22,,,,,"ALIVE","",,7022,"WHALE-MINKE","MIWH","Balaenoptera acutorostrata"
423911,2013-08-25,1334,475,46.8545,-60.8408,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-25 13:34:00,2013-08-25 16:34:00,"",,,229071,423911,1,0,7031,1,7,0,,99,1,,9,"",,7,7,1,124729,229071,,"",,,,"","",,"","",22,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
424208,2013-08-26,1749,475,47.0286,-60.6423,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","QC","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-26 17:49:00,2013-08-26 20:49:00,"",,,229077,424208,1,0,7031,1,12,0,,99,1,,9,"",,12,12,1,124735,229077,,"",,,,"","",,"","",34,54,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
126837,2013-08-26,830,85,46.7159,-60.3296,16,28,,,,,,,,,,,"RWSAS",2018-03-20,"OPPORTUNISTIC","MAR","NEFSC","P",,2022-08-22,,"","",,,,1,2013-08-26 08:30:00,,"",16,33,158220,126837,1,0,7023,2,1,,,,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7023,"WHALE-NORTH ATLANTIC RIGHT","RIWH","Eubalaena glacialis"
126322,2013-08-26,,85,47.0393,-60.4221,4,28,,,,,,,,,,,"RWSAS",2018-03-20,"OPPORTUNISTIC","MAR","NEFSC","P",,2022-08-22,,"","",,,,1,2013-08-26 00:00:00,,"",4,33,158427,126322,1,0,7023,1,1,,,,,,,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7023,"WHALE-NORTH ATLANTIC RIGHT","RIWH","Eubalaena glacialis"
424209,2013-08-27,1108,475,46.9464,-60.7027,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-27 11:08:00,2013-08-27 14:08:00,"",,,230993,424209,1,0,7031,1,7,1,,99,1,,9,"",,6,7,2,126658,230993,,"",,,,"","",,"","",34,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
425136,2013-08-28,1118,475,46.9079,-60.8031,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-28 11:18:00,2013-08-28 14:18:00,"",,,229081,425136,1,0,7031,1,25,3,,99,1,,9,"",,20,25,2,124739,229081,,"",,,,"","",,"","",22,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
425762,2013-08-28,1040,475,46.9175,-60.8041,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-28 10:40:00,2013-08-28 13:40:00,"",,,229079,425762,1,0,7031,1,1,0,,99,1,,9,"",,1,1,1,124737,229079,,"",,,,"","",,"","",54,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
426101,2013-08-28,1049,475,46.9114,-60.796,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-28 10:49:00,2013-08-28 13:49:00,"",,,229080,426101,1,0,7031,1,7,0,,99,1,,9,"",,7,7,1,124738,229080,,"",,,,"","",,"","",54,,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
425137,2013-08-28,1621,475,46.8657,-60.8113,4,105,99,13,,99,,9,9,9,0,7,"BATCH_CBPWP",2022-04-06,"","GULF","BIO","P",,2022-07-29,1,"","",1,,15,8,2013-08-28 16:21:00,2013-08-28 19:21:00,"",,,229084,425137,1,0,7031,1,30,4,,99,1,,9,"",,20,30,3,124742,229084,,"",,,,"","",,"","",113,22,,,,"ALIVE","",,7031,"WHALE-LONG-FINNED PILOT","","Globicephala melas"
90282,2013-09-15,1804,7,46.451333,-59.499167,26,39,99,2,,99,,9,9,1,0,,"",2016-12-07,"","MAR","SABS","P",,2022-10-27,1,"","",,,,1,2013-09-15 18:04:00,,"",26,39,122430,90282,1,0,934,1,,1,,99,1,,9,"They came to play on bow but might have been feeding prev. as gannets were diving in the area",2022-10-28,,,2,31739,122430,,"",9,99,1,"White sides, dark saddle","",1,"","",12,54,53,,,"","",2022-10-31,934,"DOLPHIN-COMMON","SADO","Delphinus delphis"
90281,2013-09-15,1627,7,46.818833,-59.5,26,39,14,6,,99,,9,9,1,0,301,"",2016-12-07,"","MAR","SABS","P",,2022-10-31,1,"","",,,,1,2013-09-15 16:27:00,,"",26,39,122429,90281,1,0,7027,2,1,10,,99,1,,9,"",2022-10-28,,,,31738,122429,,"",9,99,6,"Curved dorsal","",1,"","",23,23,,,,"","",2022-10-31,7027,"WHALE-SEI","SEWH","Balaenoptera borealis"
90283,2013-09-15,1841,7,46.311167,-59.499833,26,39,99,2,,99,,9,9,1,0,,"",2016-12-07,"","MAR","SABS","P",,2022-10-27,1,"","",,,,1,2013-09-15 18:41:00,,"",26,39,122431,90283,1,0,7040,3,1,10,,99,1,,9,"",2022-10-28,,,,31740,122431,,"",9,99,2,"High single blow","",,"","",25,,,,,"","",2022-10-28,7040,"WHALE-FIN/SEI","","Balaenoptera physalus/borealis"
85409,2013-10-16,1238,142,45.966666,-58.4,2,1,99,13,,99,,9,9,1,1,212,"",2016-12-07,"","NL","SABS","P",1538,2023-09-27,,"","",,,,,2013-10-16 12:38:00,2013-10-16 15:38:00,"",2,1,117205,85409,1,0,930,9,12,,,99,,,9,"swam around vessel for 3 hours",2022-10-05,,,3,29744,117205,,"",,,,"","",,"null","",101,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
90286,2013-10-18,1702,7,46.6105,-59.5345,26,39,99,2,,99,,9,9,1,0,,"",2016-12-07,"","MAR","SABS","P",,2022-10-27,1,"","",,,,1,2013-10-18 17:02:00,,"",26,39,122433,90286,1,0,7027,2,2,10,,99,1,,9,"Stayed on surface a bit before diving, only saw fin when dove",2022-10-28,,,,31741,122433,,"",9,99,2,"Straight blow","",1,"","",24,23,,,,"","",2022-10-31,7027,"WHALE-SEI","SEWH","Balaenoptera borealis"
90289,2013-11-08,1920,7,47.172845,-58.324167,26,39,12,10,,99,,9,9,1,0,,"",2016-12-07,"","NL","SABS","P",2320,2022-10-27,1,"","",,,,1,2013-11-08 19:20:00,2013-11-08 23:20:00,"",26,39,122436,90289,1,0,7021,2,,10,,99,1,,9,"Feeding?",2022-10-28,,,2,31744,122436,,"",9,99,6,"Fin on back","",1,"","",54,54,,,,"","",2022-10-31,7021,"WHALE-FIN","FIWH","Balaenoptera physalus"
85303,2013-11-10,1150,106,45.0875,-57.6295,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","NL","SABS","P",,2022-07-29,2,"","",,,,1,2013-11-10 11:50:00,,"",27,23,117054,85303,1,0,920,9,1,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
85302,2013-11-10,1145,106,45.191666,-57.877833,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","NL","SABS","P",,2022-07-29,2,"","",,,,1,2013-11-10 11:45:00,,"",27,23,117052,85302,1,0,920,9,4,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
85356,2014-05-15,1630,106,45.426166,-58.896333,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-05-15 16:30:00,,"",27,23,117152,85356,1,0,7024,9,12,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
85357,2014-05-15,1637,106,45.655666,-58.801,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-05-15 16:37:00,,"",27,23,117153,85357,1,0,7024,9,6,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
89986,2014-05-17,2000,228,45.15667,-60.708333,27,23,99,0,,99,,9,9,1,1,196,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,1,"","",,,,1,2014-05-17 20:00:00,,"",27,23,122149,89986,1,0,7026,9,2,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7026,"WHALE-BLUE","BLWH","Balaenoptera musculus"
89989,2014-05-21,1200,228,45.6,-60,27,23,99,0,,99,,9,9,1,1,196,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,1,"","",,,,1,2014-05-21 12:00:00,,"",27,23,122152,89989,1,0,7024,9,3,10,,99,,,9,"",,,,,31655,122152,,"",9,99,0,"","",1,"","",40,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
89988,2014-05-21,1800,228,45.766667,-59.516667,27,23,99,0,,99,,9,9,1,1,196,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,1,"","",,,,1,2014-05-21 18:00:00,,"",27,23,122151,89988,1,0,930,9,4,10,,2,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,930,"DOLPHINS/PORPOISE (NS)","UNDO",""
89990,2014-05-21,1500,228,45.666667,-59.683333,27,23,99,0,,99,,9,9,1,1,196,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,1,"","",,,,1,2014-05-21 15:00:00,,"",27,23,122153,89990,1,0,7024,9,2,10,,99,,,9,"",,,,,31656,122153,,"",1,99,0,"","",1,"","",20,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
442128,2014-05-30,1521,7,46.7423,-59.7715,26,22,6,2,,99,,9,9,1,0,301,"BATCH_HUDSON_HARD_COPY",2022-10-26,"","MAR","BIO","P",1821,,1,"","316024000",,,99,1,2014-05-30 15:21:00,2014-05-30 18:21:00,"",,,240400,442128,1,0,934,2,5,,,,1,,9,"",,,,2,132254,240400,,"",,,6,"Sickle fin","",,"","",,,,,,"ALIVE","",,934,"DOLPHIN-COMMON","SADO","Delphinus delphis"
85349,2014-05-30,2111,106,45.197166,-60.279833,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-05-30 21:11:00,,"",27,23,117145,85349,1,0,7024,9,2,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
85347,2014-05-30,1952,106,45.541333,-59.008333,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-05-30 19:52:00,,"",27,23,117143,85347,1,0,7030,9,1,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7030,"WHALE-BALEEN (NS)","",""
85350,2014-05-30,2112,106,45.2425,-60.285,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-05-30 21:12:00,,"",27,23,117146,85350,1,0,7024,9,6,10,,,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
85375,2014-06-19,2301,106,45.1555,-58.711333,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-06-19 23:01:00,,"",27,23,117171,85375,1,0,7024,9,1,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
85376,2014-06-19,2303,106,45.154166,-58.715,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-06-19 23:03:00,,"",27,23,117172,85376,1,0,7024,9,1,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
85374,2014-06-19,2300,106,45.173,-58.708,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-06-19 23:00:00,,"",27,23,117170,85374,1,0,920,9,1,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,920,"WHALES (NS)","UNLW",""
85373,2014-06-19,2248,106,45.071166,-58.6965,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-06-19 22:48:00,,"",27,23,117169,85373,1,0,7024,9,1,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
85372,2014-06-19,2248,106,45.091166,-58.681,27,23,99,13,,99,,9,9,9,0,,"",2016-12-07,"","MAR","SABS","P",,2022-08-22,2,"","",,,,1,2014-06-19 22:48:00,,"",27,23,117168,85372,1,0,7024,9,1,10,,99,,,9,"",,,,,,,,"",,,,"","",,"","",,,,,,"","",,7024,"WHALE-HUMPBACK","HUWH","Megaptera novaeangliae"
